"stdist","st","party","pid","full.name","incumbent","crp.id","npat.id","score","sd","perc","perc.r","perc.d"
"OK5","OK","D",-1,"Tom Guild",0,"N00032386",124933,-1.38,0.72,11.5,0,75.8
"OK5","OK","R",1,"James Lankford",1,"N00031129",124938,1.62,0.84,97.3,94.8,0
"OR1","OR","D",-1,"Suzanne Bonamici",1,"N00033474",59641,-0.49,0.22,34.1,0,28.7
"OR1","OR","R",1,"Delinda Morgan",0,"N00033652",134564,1.71,1.01,99.2,98.5,0
"OR2","OR","D",-1,"Joyce Segers",0,"N00031773",119233,-0.52,0.15,32.9,0,31.4
"OR2","OR","R",1,"Greg Walden",1,"N00007690",2979,0.19,0.14,53.4,11.1,1.3
"OR3","OR","D",-1,"Earl Blumenauer",1,"N00007727",367,-1.57,0.81,4.2,0,91.2
"OR3","OR","R",1,"Ronald Green",0,"N00034553",136764,1.26,0.9,85,71,0
"OR4","OR","D",-1,"Peter DeFazio",1,"N00007781",27037,-0.54,0.23,31.9,0,33.5
"OR4","OR","R",1,"Arthur Robinson",0,"N00032006",119234,0.79,0.12,79.1,59.7,0.299999999999997
"OR5","OR","D",-1,"Kurt Schrader",1,"N00030071",10813,-1.17,0.57,18,0,62.2
"OR5","OR","R",1,"Fred Thompson",0,"N00031184",117536,1.21,0.76,84.1,69.5,0.299999999999997
"PA1","PA","D",-1,"Robert Brady",1,"N00001619",2519,-0.74,0.13,26.5,0,44.4
"PA1","PA","R",1,"John Featherman",0,"N00001570",13035,0.15,0.12,51.5,8.1,1.59999999999999
"PA10","PA","R",1,"Thomas Marino",1,"N00031777",119478,0.46,0.1,63.8,30.5,0.5
"PA11","PA","D",-1,"Gene Stilp",0,"N00001443",119566,-1.1,0.68,19.5,0,59
"PA11","PA","R",1,"Louis Barletta",1,"N00025495",47143,0.29,0.09,56.6,16.5,0.5
"PA12","PA","D",-1,"Mark Critz",1,"N00032014",119481,-0.04,0.11,46.7,1.5,4.5
"PA12","PA","R",1,"Keith Rothfus",0,"N00031253",119466,1.54,0.97,94.3,88.9,0
"PA13","PA","D",-1,"Allyson Schwartz",1,"N00001579",5239,-1.48,0.41,6.6,0,86.2
"PA13","PA","R",1,"Joseph Rooney",0,"N00033826",136225,1.46,0.81,91.5,83.5,0
"PA14","PA","D",-1,"Michael Doyle",1,"N00001373",21853,-0.61,0.09,29.6,0,38.3
"PA15","PA","D",-1,"Richard Daugherty",0,"N00033827",136230,-0.22,0.13,42.3,0.5,12.5
"PA15","PA","R",1,"Charles Dent",1,"N00026171",9121,0.63,0.29,71.7,45.5,0.299999999999997
"PA16","PA","R",1,"Joseph Pitts",1,"N00001633",265,0.4,0.09,60.9,24.8,0.5
"PA17","PA","D",-1,"Matthew Cartwright",0,"N00034128",136236,-0.3,0.16,40.1,0.2,16.8
"PA17","PA","R",1,"Laureen Cummings",0,"N00034556",136234,0.19,0.18,53.4,11.1,1.3
"PA18","PA","R",1,"Timothy Murphy",1,"N00024992",9794,0.27,0.09,56.1,15.5,0.5
"PA2","PA","D",-1,"Chaka Fattah",1,"N00001746",21850,-0.87,0.14,23.4,0,51.1
"PA2","PA","R",1,"Robert Mansfield",0,"N00033872",136204,0.38,0.23,59.6,22.4,0.5
"PA3","PA","D",-1,"Missa Eaton",0,"N00034119",136206,-1.24,0.67,16.4,0,65.7
"PA3","PA","R",1,"Mike Kelly",1,"N00031647",119463,1.39,0.64,89.3,79.4,0
"PA4","PA","D",-1,"Harry Perkinson",0,"N00034121",136215,-0.9,0.4,22.6,0,52.7
"PA4","PA","R",1,"Scott Perry",0,"N00034120",59980,1.32,0.72,86.5,74,0
"PA5","PA","R",1,"Glenn Thompson",1,"N00029736",24046,0.79,0.14,79.1,59.7,0.299999999999997
"PA6","PA","D",-1,"Manan Trivedi",0,"N00031133",119469,-1.33,0.81,13.6,0,71.5
"PA6","PA","R",1,"Jim Gerlach",1,"N00025025",5226,0.61,0.29,70.9,44,0.299999999999997
"PA7","PA","D",-1,"George Badey",0,"N00034281",136218,-1.23,0.73,16.6,0,65.2
"PA7","PA","R",1,"Patrick Meehan",1,"N00031134",119474,0.56,0.26,68.3,38.8,0.299999999999997
"PA8","PA","D",-1,"Kathy Boockvar",0,"N00034122",136219,-1.23,0.73,16.6,0,65.2
"PA8","PA","R",1,"Michael Fitzpatrick",1,"N00027229",46971,0.41,0.23,61.8,26.5,0.5
"PA9","PA","R",1,"Bill Shuster",1,"N00013770",55693,0.66,0.28,73.6,49.1,0.299999999999997
"RI1","RI","D",-1,"David Cicilline",1,"N00032019",7349,-1.24,0.31,16.4,0,65.7
"RI1","RI","R",1,"Brendan Doherty",0,"N00033248",141540,0.25,0.17,55.3,14,0.5
"RI2","RI","D",-1,"James Langevin",1,"N00009724",55787,-0.43,0.09,36.5,0,23.9
"RI2","RI","R",1,"Michael Riley",0,"N00033828",125892,0.33,0.19,57.9,18.9,0.5
"SC1","SC","R",1,"Tim Scott",1,"N00031782",11940,1.48,0.69,92.4,85.3,0
"SC2","SC","R",1,"Addison Wilson",1,"N00024809",3985,0.75,0.09,77.2,56,0.299999999999997
"SC3","SC","D",-1,"Brian Doyle",0,"N00030514",138601,-0.34,0.1,38.5,0,19.9
"SC3","SC","R",1,"Jeffrey Duncan",1,"N00030752",47967,1.53,0.73,94,88.5,0
"SC4","SC","R",1,"Trey Gowdy",1,"N00030880",121782,0.48,0.28,64.3,31.4,0.5
"SC5","SC","R",1,"Michael Mulvaney",1,"N00031412",60348,0.4,0.21,60.9,24.8,0.5
"SC6","SC","D",-1,"James Clyburn",1,"N00002408",27066,-0.51,0.21,33.2,0,30.6
"SC7","SC","R",1,"Tom Rice",0,"N00033832",132382,0.19,0.14,53.4,11.1,1.3
"SD1","SD","D",-1,"Matt Varilek",0,NA,135886,-0.29,0.2,40.5,0.2,16
"SD1","SD","R",1,"Kristi Noem",1,"N00032022",58189,0.41,0.18,61.8,26.5,0.5
"TN1","TN","D",-1,"Alan Woodruff",0,"N00033789",136042,-1.38,0.88,11.5,0,75.8
"TN1","TN","R",1,"David Roe",1,"N00028463",65306,1.62,0.88,97.3,94.8,0
"TN2","TN","D",-1,"Troy Goodale",0,"N00011050",15312,-0.27,0.13,40.7,0.2,15.4
"TN2","TN","R",1,"John Duncan",1,"N00003209",27069,0.53,0.3,66.5,35.6,0.5
"TN3","TN","D",-1,"Mary Headrick",0,"N00034132",139776,-0.51,0.2,33.2,0,30.6
"TN3","TN","R",1,"Charles Fleischmann",1,"N00030815",123456,0.56,0.22,68.3,38.8,0.299999999999997
"TN4","TN","D",-1,"Eric Stewart",0,"N00033868",104798,-0.24,0.18,41.9,0.5,13.3
"TN4","TN","R",1,"Scott DesJarlais",1,"N00030957",123473,1.6,0.8,96.6,93.4,0
"TN5","TN","D",-1,"Jim Cooper",1,"N00003132",48891,-0.25,0.15,41.2,0.2,14.4
"TN5","TN","R",1,"Brad Staats",0,"N00034809",139779,0.36,0.17,59,21.1,0.5
"TN6","TN","R",1,"Diane Black",1,"N00031539",25292,0.56,0.12,68.3,38.8,0.299999999999997
"TN7","TN","D",-1,"Credo Amouzouvik",0,"N00034559",139784,-1.29,0.75,15,0,68.6
"TN7","TN","R",1,"Marsha Blackburn",1,"N00003105",25186,0.59,0.1,70.1,42.3,0.299999999999997
"TN8","TN","R",1,"Stephen Fincher",1,"N00031141",124659,0.61,0.25,70.9,44,0.299999999999997
"TN9","TN","D",-1,"Stephen Cohen",1,"N00003225",24340,-0.43,0.12,36.5,0,23.9
"TN9","TN","R",1,"George Flinn",0,"N00031656",99775,1.44,0.78,91.1,82.8,0
"TX1","TX","R",1,"Louie Gohmert",1,"N00026148",50029,1.62,0.74,97.3,94.8,0
"TX10","TX","R",1,"Michael McCaul",1,"N00026460",49210,1.39,0.73,89.3,79.4,0
"TX11","TX","D",-1,"Jim Riley",0,"N00033028",135604,-0.2,0.2,42.5,0.7,12.2
"TX11","TX","R",1,"K. Michael Conaway",1,"N00026041",49935,0.39,0.09,60.3,23.6,0.5
"TX12","TX","D",-1,"Dave Robinson",0,"N00033962",135606,-1.43,0.92,8.4,0,82.4
"TX12","TX","R",1,"Kay Granger",1,"N00008799",334,1.65,0.93,97.8,95.8,0
"TX13","TX","R",1,"William Thornberry",1,"N00006052",21706,1.56,0.64,94.7,89.7,0
"TX14","TX","D",-1,"Nicholas Lampson",0,"N00005928",285,-0.29,0.12,40.5,0.2,16
"TX14","TX","R",1,"Randy Weber",0,"N00033539",102026,1,0.5,81.5,64.4,0.299999999999997
"TX15","TX","D",-1,"Rub̩n Hinojosa-Flores",1,"N00006008",291,-0.22,0.14,42.3,0.5,12.5
"TX15","TX","R",1,"Dale Brueggemann",0,"N00033315",135622,0.14,0.22,51,7.4,1.90000000000001
"TX16","TX","D",-1,"Beto O'Rourke",0,"N00033540",78533,-1.35,1,13.1,0,72.6
"TX16","TX","R",1,"Barbara Carrasco",0,"N00033663",137810,1.47,0.85,91.9,84.3,0
"TX17","TX","R",1,"Bill Flores",1,"N00031545",116906,1.66,0.94,98.1,96.3,0
"TX18","TX","D",-1,"Sheila Jackson Lee",1,"N00005818",21692,-0.4,0.08,37.4,0,22.1
"TX18","TX","R",1,"Sean Seibert",0,"N00034695",135628,0.16,0.09,52.3,9.3,1.3
"TX19","TX","R",1,"Randy Neugebauer",1,"N00026043",49522,1.62,0.72,97.3,94.8,0
"TX2","TX","D",-1,"James Dougherty",0,"N00034562",49575,-0.64,0.13,29.3,0,38.8
"TX2","TX","R",1,"Ted Poe",1,"N00026457",49198,1.57,0.81,95.2,90.7,0
"TX20","TX","D",-1,"Joaquin Castro",0,"N00033316",49227,-0.45,0.13,35.8,0,25.5
"TX21","TX","D",-1,"Candace Duval",0,"N00034141",137698,-2.07,0.58,0.8,0,98.4
"TX21","TX","R",1,"Lamar Smith",1,"N00001811",27097,1.39,0.69,89.3,79.4,0
"TX22","TX","D",-1,"Kesha Rogers",0,"N00031548",116997,0,0.08,47.6,2,3.2
"TX22","TX","R",1,"Pete Olson",1,"N00029285",102008,1.25,0.65,84.9,70.8,0
"TX23","TX","D",-1,"Pete Gallego",0,"N00033541",5505,-1.44,0.85,8,0,83.2
"TX23","TX","R",1,"Francisco Canseco",1,"N00026722",50146,1.05,0.16,82,65.4,0.299999999999997
"TX24","TX","D",-1,"Timothy Rusk",0,"N00034647",137701,-0.74,0.21,26.5,0,44.4
"TX24","TX","R",1,"Kenny Marchant",1,"N00026710",5549,1.21,0.28,84.1,69.5,0.299999999999997
"TX25","TX","D",-1,"Elaine Henderson",0,NA,137706,-0.97,0.31,21.6,0,54.8
"TX25","TX","R",1,"Roger Williams",0,"N00030602",50112,1.53,0.73,94,88.5,0
"TX26","TX","D",-1,"David Sanchez",0,"N00033724",135650,-0.32,0.2,39.1,0,18.6
"TX26","TX","R",1,"Michael Burgess",1,"N00025219",50120,1.6,0.77,96.6,93.4,0
"TX27","TX","D",-1,"Rosabel Harrison",0,"N00033665",135657,-1.42,0.81,9.8,0,79.5
"TX27","TX","R",1,"Blake Farenthold",1,"N00031672",116919,0.75,0.13,77.2,56,0.299999999999997
"TX28","TX","D",-1,"Henry Cuellar",1,"N00024978",5486,-0.15,0.13,44.3,0.7,8.5
"TX28","TX","R",1,"William Hayward",0,NA,135661,0.78,0.22,78.2,58,0.299999999999997
"TX29","TX","D",-1,"Raymond Green",1,"N00005870",27100,-0.39,0.09,37.6,0,21.8
"TX3","TX","R",1,"Samuel Johnson",1,"N00008028",27079,1.04,0.17,81.7,64.9,0.299999999999997
"TX30","TX","D",-1,"Eddie Johnson",1,"N00008122",27098,-0.06,0.09,46.1,1.2,5.59999999999999
"TX31","TX","D",-1,"Stephen Wyman",0,"N00013054",49314,-0.49,0.09,34.1,0,28.7
"TX31","TX","R",1,"John Carter",1,"N00025095",49296,0.82,0.11,80.2,61.9,0.299999999999997
"TX32","TX","D",-1,"Katherine McGovern",0,"N00034567",137710,-1.4,0.72,10.9,0,77.1
"TX32","TX","R",1,"Peter Sessions",1,"N00005681",288,0.77,0.13,77.7,57,0.299999999999997
"TX33","TX","D",-1,"Marc Veasey",0,"N00033839",49671,-1.19,0.75,17.5,0,63.3
"TX33","TX","R",1,"Chuck Bradley",0,"N00033790",135669,0.75,0.2,77.2,56,0.299999999999997
"TX34","TX","D",-1,"Filemon Vela",0,"N00034349",137719,-0.97,0.64,21.6,0,54.8
"TX34","TX","R",1,"Jessica Puente-Bradshaw",0,"N00031552",116920,1.08,0.63,82.1,65.6,0.299999999999997
"TX35","TX","D",-1,"Lloyd Doggett",0,"N00006023",21689,-0.31,0.09,39.3,0,18.1
"TX36","TX","D",-1,"Max Martin",0,"N00034142",135702,-0.6,0.17,30.2,0,37
"TX36","TX","R",1,"Steve Stockman",0,"N00005918",21703,0.73,0.19,76.1,54.1,0.299999999999997
"TX4","TX","R",1,"Ralph Hall",1,"N00005645",27080,0.47,0.08,64.2,31.2,0.5
"TX5","TX","D",-1,"Linda Mrosko",0,"N00034692",137678,-1.42,0.71,9.8,0,79.5
"TX5","TX","R",1,"Jeb Hensarling",1,"N00024922",49827,0.43,0.1,63.1,29,0.5
"TX6","TX","D",-1,"Kenneth Sanders",0,"N00034351",135674,-1.19,0.74,17.5,0,63.3
"TX6","TX","R",1,"Joe Barton",1,"N00005656",27082,0.46,0.13,63.8,30.5,0.5
"TX7","TX","D",-1,"James Cargas",0,"N00034135",135598,-1.4,0.9,10.9,0,77.1
"TX7","TX","R",1,"John Culberson",1,"N00009738",5488,0.74,0.12,76.5,54.8,0.299999999999997
"TX8","TX","D",-1,"Neil Burns",0,"N00033835",135600,-1.39,0.8,11.3,0,76.3
"TX8","TX","R",1,"Kevin Brady",1,"N00005883",361,0.88,0.23,81.2,63.9,0.299999999999997
"TX9","TX","D",-1,"Al Green",1,"N00026686",49680,-0.73,0.37,26.6,0,44.1
"TX9","TX","R",1,"Steve Mueller",0,"N00031662",116893,0.68,0.14,74.1,50.1,0.299999999999997
"UT1","UT","D",-1,"Donna McAleer",0,"N00034442",137384,-1.57,0.87,4.2,0,91.2
"UT1","UT","R",1,"Rob Bishop",1,"N00025292",50544,1.49,0.63,93.1,86.7,0
"UT2","UT","D",-1,"F. Jay Seegmiller",0,"N00034356",50365,-0.25,0.1,41.2,0.2,14.4
"UT2","UT","R",1,"Chris Stewart",0,"N00033932",135930,0.79,0.4,79.1,59.7,0.299999999999997
"UT3","UT","R",1,"Jason Chaffetz",1,"N00028958",103482,0.71,0.12,75.5,52.8,0.299999999999997
"UT4","UT","D",-1,"James Matheson",0,"N00009753",50722,0.15,0.14,51.5,8.1,1.59999999999999
"UT4","UT","R",1,"Mia Love",0,"N00033842",135957,1.23,0.68,84.5,70.3,0.299999999999997
"VA1","VA","D",-1,"Adam Cook",0,"N00034155",135224,-0.55,0.34,31.5,0,34.3
"VA1","VA","R",1,"Robert Wittman",1,"N00029459",58133,1.48,0.68,92.4,85.3,0
"VA10","VA","R",1,"Frank Wolf",1,"N00002073",27120,0.19,0.1,53.4,11.1,1.3
"VA11","VA","D",-1,"Gerald Connolly",1,"N00029891",95078,-0.42,0.19,37.1,0,22.9
"VA11","VA","R",1,"Chris Perkins",0,"N00033126",135230,0.2,0.14,53.9,11.5,0.799999999999997
"VA2","VA","R",1,"E. Rigell",1,"N00030962",121807,0.31,0.15,57.4,17.9,0.5
"VA3","VA","D",-1,"Robert Scott",1,"N00002147",27117,-0.44,0.17,36.2,0,24.7
"VA4","VA","D",-1,"Ella Ward",0,"N00034158",78774,-1.42,0.9,9.8,0,79.5
"VA4","VA","R",1,"James Forbes",1,"N00013799",5146,1.77,0.85,99.6,99.3,0
"VA5","VA","D",-1,"John Douglass",0,"N00033252",135229,-1.42,0.79,9.8,0,79.5
"VA5","VA","R",1,"Robert Hurt",1,"N00031265",50895,0.66,0.29,73.6,49.1,0.299999999999997
"VA6","VA","D",-1,"Andrew Schmookler",0,"N00033317",135227,-1.42,0.73,9.8,0,79.5
"VA6","VA","R",1,"Robert Goodlatte",1,"N00009154",27116,0.32,0.15,57.6,18.4,0.5
"VA7","VA","D",-1,"E. Wayne Powell",0,"N00033318",135228,-1.32,0.57,14.2,0,70.2
"VA7","VA","R",1,"Eric Cantor",1,"N00013131",5121,1.6,0.79,96.6,93.4,0
"VA8","VA","D",-1,"James Moran",1,"N00002083",27118,-0.82,0.11,24.5,0,48.7
"VA8","VA","R",1,"J. Murray",0,"N00031556",121839,1.29,0.69,86,73,0
"VA9","VA","D",-1,"Anthony Flaccavento",0,"N00034572",142797,-0.79,0.41,25.4,0,46.8
"VA9","VA","R",1,"H. Griffith",1,"N00032029",5148,0.17,0.09,52.7,9.6,1.3
"VT1","VT","R",1,"Mark Donka",0,"N00034946",141269,0.09,0.11,50.1,5.7,1.90000000000001
"WA1","WA","D",-1,"Suzan DelBene",0,"N00030693",126272,-1.69,0.89,2.2,0,95.5
"WA1","WA","R",1,"John Koster",0,"N00009760",3212,0.52,0.27,66.2,35.1,0.5
"WA10","WA","D",-1,"Denny Heck",0,"N00031557",126058,-1.37,0.76,11.8,0,75.3
"WA10","WA","R",1,"Richard Muri",0,"N00031155",93896,0.34,0.09,58.2,19.7,0.5
"WA2","WA","D",-1,"Richard Larsen",1,"N00009759",56231,-1.43,0.72,8.4,0,82.4
"WA2","WA","R",1,"Dan Matthews",0,"N00034452",140220,0.37,0.21,59.4,21.9,0.5
"WA3","WA","D",-1,"Jon Haugen",0,"N00033844",108202,-1.45,0.78,7.5,0,84.3
"WA3","WA","R",1,"Jaime Herrera Beutler",1,"N00031559",101907,0.49,0.23,65,32.7,0.5
"WA4","WA","D",-1,"Mary Baechler",0,"N00034775",140224,-1.9,0.84,1.1,0,97.6
"WA4","WA","R",1,"Richard Hastings",1,"N00009157",22318,0.8,0.11,79.7,60.9,0.299999999999997
"WA5","WA","D",-1,"Rich Cowan",0,"N00034164",137610,-0.42,0.18,37.1,0,22.9
"WA5","WA","R",1,"Cathy McMorris Rodgers",1,"N00026314",3217,0.63,0.3,71.7,45.5,0.299999999999997
"WA6","WA","D",-1,"Derek Kilmer",0,"N00034453",51516,-1.12,0.66,19.3,0,59.6
"WA6","WA","R",1,"Bill Driscoll",0,"N00034820",140229,0.09,0.17,50.1,5.7,1.90000000000001
"WA7","WA","D",-1,"James McDermott",1,"N00009829",27128,-1.61,0.23,2.7,0,94.4
"WA8","WA","D",-1,"Karen Porterfield",0,"N00033935",137613,-0.9,0.39,22.6,0,52.7
"WA8","WA","R",1,"David Reichert",1,"N00026885",51346,0.04,0.11,48.7,3.7,2.7
"WA9","WA","D",-1,"Adam Smith",1,"N00007833",845,-0.45,0.09,35.8,0,25.5
"WA9","WA","R",1,"James Postma",0,"N00030380",126277,0.4,0.17,60.9,24.8,0.5
"WI1","WI","D",-1,"Robert Zerban",0,"N00033127",109074,-1.51,0.74,5.5,0,88.6
"WI1","WI","R",1,"Paul Ryan",1,"N00004357",26344,0.82,0.36,80.2,61.9,0.299999999999997
"WI2","WI","D",-1,"Mark Pocan",0,"N00033549",26238,-0.84,0.19,23.9,0,50
"WI2","WI","R",1,"Chad Lee",0,"N00031023",126213,-0.21,0.21,42.4,0.7,12.5
"WI3","WI","D",-1,"Ronald Kind",1,"N00004403",630,-0.42,0.09,37.1,0,22.9
"WI4","WI","D",-1,"Gwendolynne Moore",1,"N00026914",3457,-1.5,0.85,5.8,0,87.8
"WI4","WI","R",1,"Dan Sebring",0,"N00030695",126229,0.74,0.13,76.5,54.8,0.299999999999997
"WI5","WI","R",1,"Frank Sensenbrenner",1,"N00004291",27142,0.57,0.25,69,40.3,0.299999999999997
"WI6","WI","D",-1,"Joseph Kallas",0,"N00032814",126234,-0.6,0.12,30.2,0,37
"WI6","WI","R",1,"Thomas Petri",1,"N00004426",27139,0.34,0.13,58.2,19.7,0.5
"WI7","WI","D",-1,"Pat Kreitlow",0,"N00033128",67298,-1.28,0.81,15.2,0,68.1
"WI7","WI","R",1,"Sean Duffy",1,"N00030967",126238,0.52,0.28,66.2,35.1,0.5
"WI8","WI","R",1,"Reid Ribble",1,"N00030968",126240,0.82,0.4,80.2,61.9,0.299999999999997
"WV1","WV","D",-1,"Susan Thorn",0,"N00033669",135149,-1.17,0.85,18,0,62.2
"WV1","WV","R",1,"David McKinley",1,"N00031681",117396,1.48,0.88,92.4,85.3,0
"WV2","WV","D",-1,"Howard Swint",0,"N00008870",52413,-0.35,0.15,38.2,0,20.5
"WV2","WV","R",1,"Shelley Moore Capito",1,"N00009771",11701,0.21,0.14,54.3,12,0.5
"WV3","WV","D",-1,"Nick Rahall",1,"N00002198",27133,-0.24,0.1,41.9,0.5,13.3
"WV3","WV","R",1,"Richard Snuffer",0,"N00026175",52248,0.57,0.11,69,40.3,0.299999999999997
"WY1","WY","R",1,"Cynthia Lummis",1,"N00029788",15546,1.62,0.76,97.3,94.8,0
